County,City,Model Year,Make,Model,Electric Vehicle Type,CAFV Status,Electric Range,Electric Utility,Vehicle Age
Kitsap,Port Orchard,2019,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Puget Sound Energy,7
Thurston,Yelm,2025,TOYOTA,PRIUS PRIME (PHEV),PHEV,Eligible,39.0,Puget Sound Energy,1
Whitman,Pullman,2024,SUBARU,SOLTERRA,BEV,,,Avista Corp,2
Snohomish,Lynnwood,2025,FORD,F-150,BEV,,,Puget Sound Energy,1
Snohomish,Snohomish,2025,KIA,NIRO,BEV,,,Puget Sound Energy,1
Walla Walla,Walla Walla,2024,KIA,SPORTAGE,PHEV,Eligible,34.0,Pacificorp,2
Snohomish,Everett,2017,FIAT,500,BEV,Eligible,84.0,Puget Sound Energy,9
Walla Walla,Walla Walla,2020,AUDI,Q5 E,PHEV,Not Eligible (Low Range),20.0,Pacificorp,6
Snohomish,Bothell,2016,NISSAN,LEAF,BEV,Eligible,84.0,Puget Sound Energy,10
Snohomish,Monroe,2018,FIAT,500,BEV,Eligible,84.0,Puget Sound Energy,8
King,Vashon,2020,KIA,NIRO,BEV,Eligible,239.0,Puget Sound Energy,6
Snohomish,Mill Creek,2022,BMW,X5,PHEV,Eligible,30.0,Puget Sound Energy,4
King,Bothell,2019,KIA,NIRO,BEV,Eligible,239.0,Puget Sound Energy,7
Skagit,Anacortes,2018,NISSAN,LEAF,BEV,Eligible,151.0,Puget Sound Energy,8
Kitsap,Port Orchard,2017,BMW,I3,PHEV,Eligible,97.0,Puget Sound Energy,9
Island,Clinton,2020,NISSAN,LEAF,BEV,Eligible,215.0,Puget Sound Energy,6
Kitsap,Bainbridge Island,2012,NISSAN,LEAF,BEV,Eligible,73.0,Puget Sound Energy,14
Snohomish,Lynnwood,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Snohomish,Everett,2013,NISSAN,LEAF,BEV,Eligible,75.0,Puget Sound Energy,13
Walla Walla,Walla Walla,2020,TESLA,MODEL 3,BEV,Eligible,322.0,Pacificorp,6
Walla Walla,Walla Walla,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Pacificorp,8
King,Redmond,2020,TESLA,MODEL 3,BEV,Eligible,322.0,Puget Sound Energy,6
Walla Walla,Touchet,2025,MAZDA,CX-70,PHEV,Not Eligible (Low Range),26.0,Pacificorp,1
Spokane,Spokane,2014,TESLA,MODEL S,BEV,Eligible,208.0,Modern Electric Water Company,12
Spokane,Spokane,2025,KIA,SORENTO,PHEV,Eligible,30.0,Modern Electric Water Company,1
King,Seattle,2017,AUDI,A3,PHEV,Not Eligible (Low Range),16.0,City Of Seattle,9
Grant,Moses Lake,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Pud No 2 Of Grant County,8
King,Auburn,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Puget Sound Energy,7
Snohomish,Everett,2022,KIA,EV6,BEV,,,Puget Sound Energy,4
Snohomish,Snohomish,2019,TESLA,MODEL X,BEV,Eligible,289.0,Puget Sound Energy,7
Snohomish,Bothell,2020,TESLA,MODEL X,BEV,Eligible,293.0,Puget Sound Energy,6
Thurston,Tumwater,2019,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Puget Sound Energy,7
Snohomish,Edmonds,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Snohomish,Snohomish,2018,BMW,530E,PHEV,Not Eligible (Low Range),14.0,Puget Sound Energy,8
Snohomish,Lynnwood,2013,FIAT,500,BEV,Eligible,87.0,Puget Sound Energy,13
Grant,Moses Lake,2024,MAZDA,CX-90,PHEV,Not Eligible (Low Range),26.0,Pud No 2 Of Grant County,2
Snohomish,Marysville,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Yakima,Zillah,2024,KIA,EV9,BEV,,,Pacificorp,2
Snohomish,Everett,2024,PORSCHE,MACAN,BEV,Eligible,288.0,Puget Sound Energy,2
Snohomish,Everett,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Puget Sound Energy,7
Spokane,Spokane,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Modern Electric Water Company,6
Snohomish,Marysville,2020,TESLA,MODEL 3,BEV,Eligible,266.0,Puget Sound Energy,6
Yakima,Yakima,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Pacificorp,8
Snohomish,Bothell,2022,LINCOLN,CORSAIR,PHEV,Not Eligible (Low Range),28.0,Puget Sound Energy,4
Chelan,Wenatchee,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Pud No 1 Of Chelan County,2
Thurston,Olympia,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Puget Sound Energy,6
Snohomish,Snohomish,2020,TESLA,MODEL 3,BEV,Eligible,308.0,Puget Sound Energy,6
Snohomish,Lake Stevens,2016,TESLA,MODEL X,BEV,Eligible,200.0,Puget Sound Energy,10
Yakima,Yakima,2023,BMW,X5,PHEV,Eligible,30.0,Pacificorp,3
Thurston,Olympia,2021,TESLA,MODEL 3,BEV,,,Puget Sound Energy,5
Yakima,Yakima,2019,PORSCHE,CAYENNE,PHEV,Not Eligible (Low Range),13.0,Pacificorp,7
Douglas,East Wenatchee,2018,NISSAN,LEAF,BEV,Eligible,151.0,Pud No 1 Of Douglas County,8
Thurston,Lacey,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
Snohomish,Bothell,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Thurston,Lacey,2019,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Puget Sound Energy,7
Snohomish,Brier,2018,NISSAN,LEAF,BEV,Eligible,151.0,Puget Sound Energy,8
Whitman,Colton,2022,BMW,X5,PHEV,Eligible,30.0,Avista Corp,4
Stevens,Loon Lake,2018,TESLA,MODEL 3,BEV,Eligible,215.0,No Known Electric Utility Service,8
Snohomish,Bothell,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Thurston,Olympia,2023,KIA,NIRO,PHEV,Eligible,33.0,Puget Sound Energy,3
Walla Walla,College Place,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Pacificorp,8
Snohomish,Bothell,2019,NISSAN,LEAF,BEV,Eligible,150.0,Puget Sound Energy,7
Island,Oak Harbor,2016,TESLA,MODEL X,BEV,Eligible,200.0,Puget Sound Energy,10
Thurston,Olympia,2015,CHEVROLET,VOLT,PHEV,Eligible,38.0,Puget Sound Energy,11
Snohomish,Mukilteo,2017,FIAT,500,BEV,Eligible,84.0,Puget Sound Energy,9
Kittitas,Ellensburg,2018,TESLA,MODEL X,BEV,Eligible,238.0,Puget Sound Energy,8
Snohomish,Everett,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Puget Sound Energy,7
Snohomish,Everett,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Chelan,Cashmere,2023,KIA,EV6,BEV,,,Pud No 1 Of Chelan County,3
Skagit,Anacortes,2025,FORD,F-150,BEV,,,Puget Sound Energy,1
Walla Walla,Walla Walla,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Pacificorp,2
Skagit,Anacortes,2024,HYUNDAI,TUCSON,PHEV,Eligible,33.0,Puget Sound Energy,2
Thurston,Olympia,2021,TESLA,MODEL 3,BEV,,,Puget Sound Energy,5
Island,Coupeville,2023,KIA,NIRO,PHEV,Eligible,33.0,Puget Sound Energy,3
Yakima,Yakima,2019,TESLA,MODEL S,BEV,Eligible,270.0,Pacificorp,7
Thurston,Lacey,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Kitsap,Suquamish,2017,NISSAN,LEAF,BEV,Eligible,107.0,Puget Sound Energy,9
Pierce,Orting,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Kitsap,Bremerton,2020,CHEVROLET,BOLT EV,BEV,Eligible,259.0,Puget Sound Energy,6
Yakima,Yakima,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Pacificorp,6
Snohomish,Bothell,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
Snohomish,Everett,2025,KIA,SPORTAGE,PHEV,Eligible,34.0,Puget Sound Energy,1
King,Auburn,2024,BMW,X5,PHEV,Eligible,39.0,Puget Sound Energy,2
Snohomish,Everett,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Puget Sound Energy,6
Yakima,Yakima,2021,BMW,X3,PHEV,Not Eligible (Low Range),17.0,Pacificorp,5
King,Seattle,2019,BMW,I3,BEV,Eligible,153.0,City Of Seattle,7
Snohomish,Brier,2020,HYUNDAI,KONA,BEV,Eligible,258.0,Puget Sound Energy,6
Spokane,Spokane,2012,TOYOTA,PRIUS,PHEV,Not Eligible (Low Range),6.0,Modern Electric Water Company,14
Island,Langley,2023,VOLVO,C40,BEV,,,Puget Sound Energy,3
Yakima,Yakima,2024,RIVIAN,R1S,BEV,,,Pacificorp,2
Snohomish,Lynnwood,2023,KIA,SPORTAGE,PHEV,Eligible,34.0,Puget Sound Energy,3
Kittitas,Ronald,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,125.0,Puget Sound Energy,7
Chelan,Wenatchee,2018,TESLA,MODEL S,BEV,Eligible,249.0,Pud No 1 Of Chelan County,8
Snohomish,Lake Stevens,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,2
Snohomish,Edmonds,2013,NISSAN,LEAF,BEV,Eligible,75.0,Puget Sound Energy,13
Snohomish,Sultan,2022,VOLVO,XC90,PHEV,Not Eligible (Low Range),18.0,Puget Sound Energy,4
Grant,Moses Lake,2014,TESLA,MODEL S,BEV,Eligible,208.0,Pud No 2 Of Grant County,12
Snohomish,Monroe,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Kittitas,Cle Elum,2022,AUDI,Q5,PHEV,Not Eligible (Low Range),23.0,Puget Sound Energy,4
Yakima,Yakima,2026,TESLA,MODEL Y,BEV,,,Pacificorp,0
Chelan,Chelan,2026,BMW,X5,PHEV,Eligible,38.0,Pud No 1 Of Chelan County,0
Snohomish,Lynnwood,2025,FORD,ESCAPE,PHEV,Eligible,37.0,Puget Sound Energy,1
Garfield,Pomeroy,2017,FORD,C-MAX,PHEV,Not Eligible (Low Range),20.0,Pacificorp,9
Snohomish,Snohomish,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,2
Snohomish,Lynnwood,2013,FORD,FUSION,PHEV,Not Eligible (Low Range),19.0,Puget Sound Energy,13
Chelan,Leavenworth,2024,KIA,NIRO,BEV,,,Pud No 1 Of Chelan County,2
Pend Oreille,Newport,2020,TESLA,MODEL 3,BEV,Eligible,322.0,Pud No 1 Of Pend Oreille County,6
Thurston,Rainier,2019,KIA,NIRO,BEV,Eligible,239.0,Puget Sound Energy,7
Yakima,Yakima,2024,TOYOTA,PRIUS PRIME (PHEV),PHEV,Eligible,39.0,Pacificorp,2
Whitman,Pullman,2024,TESLA,MODEL Y,BEV,,,Avista Corp,2
Yakima,Yakima,2017,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Pacificorp,9
Whitman,Pullman,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Avista Corp,7
Island,Coupeville,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Snohomish,Mukilteo,2016,FORD,FUSION,PHEV,Not Eligible (Low Range),19.0,Puget Sound Energy,10
Walla Walla,Walla Walla,2024,RIVIAN,R1S,BEV,,,Pacificorp,2
Kittitas,Cle Elum,2013,TESLA,MODEL S,BEV,Eligible,208.0,Puget Sound Energy,13
Kitsap,Port Orchard,2023,KIA,NIRO,BEV,,,Puget Sound Energy,3
Snohomish,Bothell,2023,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,3
Kittitas,Ronald,2023,RIVIAN,R1S,BEV,,,Puget Sound Energy,3
Kitsap,Poulsbo,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Snohomish,Everett,2011,CHEVROLET,VOLT,PHEV,Eligible,35.0,Puget Sound Energy,15
Snohomish,Edmonds,2019,CHEVROLET,VOLT,PHEV,Eligible,53.0,Puget Sound Energy,7
Snohomish,Bothell,2021,VOLVO,XC90,PHEV,Not Eligible (Low Range),18.0,Puget Sound Energy,5
Thurston,Olympia,2024,HYUNDAI,TUCSON,PHEV,Eligible,33.0,Puget Sound Energy,2
Snohomish,Everett,2023,BMW,330E,PHEV,Not Eligible (Low Range),20.0,Puget Sound Energy,3
Kitsap,Bremerton,2025,BMW,X5,PHEV,Eligible,40.0,Puget Sound Energy,1
Snohomish,Snohomish,2025,VOLVO,XC60,PHEV,Eligible,35.0,Puget Sound Energy,1
Snohomish,Bothell,2020,TESLA,MODEL 3,BEV,Eligible,266.0,Puget Sound Energy,6
Stevens,Addy,2023,TESLA,MODEL 3,BEV,,,Avista Corp,3
Yakima,Moxee,2013,CHEVROLET,VOLT,PHEV,Eligible,38.0,Pacificorp,13
Cowlitz,Longview,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
King,Seattle,2022,JEEP,GRAND CHEROKEE,PHEV,Not Eligible (Low Range),25.0,City Of Seattle,4
Kitsap,Port Orchard,2025,KIA,EV6,BEV,,,Puget Sound Energy,1
Clark,Vancouver,2016,CHEVROLET,VOLT,PHEV,Eligible,53.0,Bonneville Power Administration,10
King,Kirkland,2020,TESLA,MODEL 3,BEV,Eligible,266.0,Puget Sound Energy,6
King,Seattle,2025,HONDA,PROLOGUE,BEV,,,City Of Seattle,1
King,Bellevue,2024,TESLA,CYBERTRUCK,BEV,,,Puget Sound Energy,2
King,Seattle,2022,TESLA,MODEL X,BEV,,,City Of Seattle,4
King,Kent,2025,CADILLAC,LYRIQ,BEV,,,Puget Sound Energy,1
Kitsap,Bainbridge Island,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Bellevue,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
King,Renton,2021,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Puget Sound Energy,5
Cowlitz,Kelso,2018,NISSAN,LEAF,BEV,Eligible,151.0,Bonneville Power Administration,8
Clark,Battle Ground,2024,NISSAN,ARIYA HATCHBACK,BEV,,,Bonneville Power Administration,2
Clark,Camas,2022,AUDI,E-TRON,BEV,,,Bonneville Power Administration,4
King,Redmond,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
King,Sammamish,2022,LINCOLN,AVIATOR,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,4
King,Bellevue,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Puget Sound Energy,7
King,Seattle,2023,TESLA,MODEL 3,BEV,,,City Of Seattle,3
King,Bellevue,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
King,Kirkland,2024,PORSCHE,TAYCAN,BEV,,,Puget Sound Energy,2
King,Kirkland,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Bothell,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
King,Bothell,2023,MERCEDES-BENZ,EQE-CLASS SUV,BEV,,,Puget Sound Energy,3
King,Seattle,2025,BMW,X5,PHEV,Eligible,40.0,City Of Seattle,1
King,Redmond,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Kitsap,Bainbridge Island,2018,VOLKSWAGEN,E-GOLF,BEV,Eligible,125.0,Puget Sound Energy,8
King,Kirkland,2023,KIA,NIRO,BEV,,,Puget Sound Energy,3
Yakima,Yakima,2022,KIA,EV6,BEV,,,Pacificorp,4
Clark,Vancouver,2024,TOYOTA,PRIUS PRIME (PHEV),PHEV,Eligible,39.0,Bonneville Power Administration,2
King,Seattle,2025,AUDI,S E-TRON GT,BEV,,,Puget Sound Energy,1
King,Kirkland,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
King,Burien,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
King,Seattle,2017,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,City Of Seattle,9
King,Bellevue,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
King,Sammamish,2020,NISSAN,LEAF,BEV,Eligible,215.0,Puget Sound Energy,6
King,Kirkland,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Clark,Vancouver,2025,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,1
Clark,Vancouver,2023,VOLKSWAGEN,ID.4,BEV,,,Bonneville Power Administration,3
King,Bothell,2023,CHEVROLET,BOLT EUV,BEV,,,Puget Sound Energy,3
King,Seattle,2025,FORD,ESCAPE,PHEV,Eligible,37.0,City Of Seattle,1
King,Seattle,2023,TESLA,MODEL 3,BEV,,,City Of Seattle,3
King,Kirkland,2018,NISSAN,LEAF,BEV,Eligible,151.0,Puget Sound Energy,8
King,Federal Way,2025,BMW,X5,PHEV,Eligible,40.0,Puget Sound Energy,1
King,Redmond,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
King,Seattle,2025,NISSAN,LEAF,BEV,,,City Of Seattle,1
King,Kirkland,2020,TESLA,MODEL 3,BEV,Eligible,266.0,Puget Sound Energy,6
King,Tukwila,2023,MITSUBISHI,OUTLANDER,PHEV,Eligible,38.0,Puget Sound Energy,3
Kitsap,Bainbridge Island,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
King,Kirkland,2017,PORSCHE,CAYENNE,PHEV,Not Eligible (Low Range),14.0,Puget Sound Energy,9
King,Kirkland,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
King,Kirkland,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Seattle,2023,VOLKSWAGEN,ID.4,BEV,,,City Of Seattle,3
King,Tukwila,2023,HYUNDAI,KONA,BEV,,,Puget Sound Energy,3
Thurston,Tumwater,2023,KIA,EV6,BEV,,,Puget Sound Energy,3
King,Des Moines,2020,NISSAN,LEAF,BEV,Eligible,149.0,Puget Sound Energy,6
King,Issaquah,2023,TESLA,MODEL X,BEV,,,Puget Sound Energy,3
King,Seattle,2022,AUDI,E-TRON,BEV,,,City Of Seattle,4
Clark,Vancouver,2022,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,4
King,Redmond,2026,BMW,X5,PHEV,Eligible,38.0,Puget Sound Energy,0
King,Kirkland,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
Clark,Vancouver,2023,VOLVO,C40,BEV,,,Bonneville Power Administration,3
King,Seattle,2024,HYUNDAI,IONIQ 5,BEV,,,City Of Seattle,2
King,Kirkland,2019,VOLVO,XC60,PHEV,Not Eligible (Low Range),17.0,Puget Sound Energy,7
King,Sammamish,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Seattle,2023,HYUNDAI,IONIQ 5,BEV,,,City Of Seattle,3
King,Issaquah,2024,TESLA,MODEL X,BEV,,,Puget Sound Energy,2
King,Clyde Hill,2018,CHEVROLET,VOLT,PHEV,Eligible,53.0,Puget Sound Energy,8
Kitsap,Kingston,2016,FORD,C-MAX,PHEV,Not Eligible (Low Range),19.0,Puget Sound Energy,10
King,Bellevue,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
Clark,Vancouver,2023,KIA,SORENTO,PHEV,Eligible,32.0,Bonneville Power Administration,3
King,Seattle,2023,TESLA,MODEL Y,BEV,,,City Of Seattle,3
King,Kirkland,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
Clark,Vancouver,2022,KIA,NIRO,BEV,,,Bonneville Power Administration,4
Snohomish,Edmonds,2023,TESLA,MODEL X,BEV,,,Puget Sound Energy,3
Jefferson,Port Townsend,2024,FIAT,500E,BEV,,,Bonneville Power Administration,2
Clark,Vancouver,2024,POLESTAR,PS2,BEV,,,Bonneville Power Administration,2
King,Kent,2012,CHEVROLET,VOLT,PHEV,Eligible,35.0,Puget Sound Energy,14
Clark,Vancouver,2016,CHEVROLET,SPARK,BEV,Eligible,82.0,Bonneville Power Administration,10
King,Seattle,2022,TESLA,MODEL 3,BEV,,,City Of Seattle,4
King,Seattle,2017,NISSAN,LEAF,BEV,Eligible,107.0,City Of Seattle,9
King,Seattle,2023,FISKER,OCEAN,BEV,,,City Of Seattle,3
King,Enumclaw,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,2
King,Seattle,2025,HYUNDAI,IONIQ 5,BEV,,,City Of Seattle,1
King,Kent,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Thurston,Rochester,2013,FORD,FUSION,PHEV,Not Eligible (Low Range),19.0,Puget Sound Energy,13
King,Seattle,2024,BMW,X5,PHEV,Eligible,39.0,City Of Seattle,2
King,Seattle,2021,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,City Of Seattle,5
Clark,Camas,2021,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Bonneville Power Administration,5
Thurston,Olympia,2022,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,4
King,Kirkland,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Kitsap,Kingston,2014,BMW,I3,BEV,Eligible,81.0,Puget Sound Energy,12
King,Bellevue,2025,PORSCHE,MACAN,BEV,,,Puget Sound Energy,1
King,Kent,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
Kitsap,Bainbridge Island,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Snohomish,Lake Stevens,2012,CHEVROLET,VOLT,PHEV,Eligible,35.0,Puget Sound Energy,14
King,Kirkland,2024,LEXUS,NX,PHEV,Eligible,37.0,Puget Sound Energy,2
King,Newcastle,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Clark,Vancouver,2012,CHEVROLET,VOLT,PHEV,Eligible,35.0,Bonneville Power Administration,14
Snohomish,Mill Creek,2015,TESLA,MODEL S,BEV,Eligible,208.0,Puget Sound Energy,11
Thurston,Tumwater,2023,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,3
King,Kirkland,2020,TESLA,MODEL 3,BEV,Eligible,308.0,Puget Sound Energy,6
King,Burien,2021,TESLA,MODEL Y,BEV,,,City Of Seattle,5
King,Bellevue,2020,TESLA,MODEL 3,BEV,Eligible,266.0,Puget Sound Energy,6
Cowlitz,Kelso,2019,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,7
King,Seattle,2025,KIA,SPORTAGE,PHEV,Eligible,34.0,City Of Seattle,1
King,Newcastle,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Clark,Vancouver,2018,TESLA,MODEL X,BEV,Eligible,238.0,Bonneville Power Administration,8
King,Bellevue,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
King,Redmond,2019,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Puget Sound Energy,7
King,Kirkland,2025,BMW,IX,BEV,,,Puget Sound Energy,1
King,Bellevue,2022,TESLA,MODEL X,BEV,,,Puget Sound Energy,4
King,Seattle,2022,PORSCHE,TAYCAN,BEV,,,City Of Seattle,4
King,Kent,2015,FORD,FOCUS,BEV,Eligible,76.0,Puget Sound Energy,11
King,Kirkland,2023,CHEVROLET,BOLT EV,BEV,,,Puget Sound Energy,3
King,Shoreline,2024,TESLA,MODEL 3,BEV,,,City Of Seattle,2
King,Redmond,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Sammamish,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Tukwila,2023,SUBARU,SOLTERRA,BEV,,,Puget Sound Energy,3
Clark,Vancouver,2022,KIA,EV6,BEV,,,Bonneville Power Administration,4
King,Seattle,2022,TESLA,MODEL Y,BEV,,,City Of Seattle,4
King,Kirkland,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Kitsap,Bremerton,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
King,Seattle,2017,TESLA,MODEL X,BEV,Eligible,200.0,City Of Seattle,9
Thurston,Olympia,2024,NISSAN,ARIYA HATCHBACK,BEV,,,Puget Sound Energy,2
King,Kent,2022,BMW,X5,PHEV,Eligible,30.0,Puget Sound Energy,4
King,Renton,2022,KIA,EV6,BEV,,,Puget Sound Energy,4
King,Seattle,2020,TESLA,MODEL 3,BEV,Eligible,308.0,City Of Seattle,6
Snohomish,Marysville,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Yakima,Selah,2024,KIA,EV9,BEV,,,Pacificorp,2
Thurston,Yelm,2023,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,3
King,Redmond,2023,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,3
Clark,Vancouver,2022,TESLA,MODEL X,BEV,,,Bonneville Power Administration,4
King,Bellevue,2025,TESLA,MODEL X,BEV,,,Puget Sound Energy,1
King,Seattle,2023,RIVIAN,R1S,BEV,,,City Of Seattle,3
King,Kirkland,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Clark,Vancouver,2025,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,1
King,Seattle,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
King,Seattle,2025,LEXUS,RX,PHEV,Eligible,37.0,Puget Sound Energy,1
King,Kent,2021,TESLA,MODEL 3,BEV,,,Puget Sound Energy,5
King,Des Moines,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
King,Kirkland,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
King,Kirkland,2011,NISSAN,LEAF,BEV,Eligible,73.0,Puget Sound Energy,15
Thurston,Olympia,2022,RIVIAN,R1S,BEV,,,Puget Sound Energy,4
King,Bellevue,2023,JEEP,GRAND CHEROKEE,PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,3
King,Kirkland,2022,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,4
King,Bothell,2021,BMW,X5,PHEV,Eligible,30.0,Puget Sound Energy,5
King,Kent,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
King,Redmond,2024,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Puget Sound Energy,2
Snohomish,Everett,2015,NISSAN,LEAF,BEV,Eligible,84.0,Puget Sound Energy,11
King,Bellevue,2017,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,9
King,Kirkland,2020,VOLVO,XC60,PHEV,Not Eligible (Low Range),19.0,Puget Sound Energy,6
King,Bellevue,2025,LAND ROVER,RANGE ROVER SPORT,PHEV,Eligible,60.0,Puget Sound Energy,1
King,Bellevue,2023,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,Puget Sound Energy,3
Clark,Vancouver,2019,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Bonneville Power Administration,7
King,Redmond,2024,MERCEDES-BENZ,EQS-CLASS SEDAN,BEV,,,Puget Sound Energy,2
King,Kirkland,2016,BMW,I3,PHEV,Eligible,72.0,Puget Sound Energy,10
King,Federal Way,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
King,Burien,2026,TESLA,MODEL Y,BEV,,,City Of Seattle,0
King,Tukwila,2023,SUBARU,SOLTERRA,BEV,,,Puget Sound Energy,3
King,Kirkland,2015,NISSAN,LEAF,BEV,Eligible,84.0,Puget Sound Energy,11
King,Kent,2023,KIA,EV6,BEV,,,Puget Sound Energy,3
Kitsap,Silverdale,2022,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,4
